Name,ID,Name,State,Notes,User,Tags,Created,Runtime,Sweep,control_input_dim,control_n_layer,control_type,decoder_activation,dev_mode,encoder_activation,film_type,filters_layer_1,hop_length,input_channels,kernel_size,last_activation,lr,n_fft,n_layers,num_frame,optimizer,spec_est_mode,spec_type,stride,test_result/agg/bass_ISR,test_result/agg/bass_SAR,test_result/agg/bass_SDR,test_result/agg/bass_SIR,test_result/agg/drums_ISR,test_result/agg/drums_SAR,test_result/agg/drums_SDR,test_result/agg/drums_SIR,test_result/agg/other_ISR,test_result/agg/other_SAR,test_result/agg/other_SDR,test_result/agg/other_SIR,test_result/agg/vocals_ISR,test_result/agg/vocals_SAR,test_result/agg/vocals_SDR,test_result/agg/vocals_SIR
cunet_mme_sigmoid_32-eval,b7swgw4n,cunet_mme_sigmoid_32-eval,finished,-,wschoi,cunet,2020-08-17T12:53:30.000Z,7377,,4,4,dense,relu,FALSE,leaky_relu,simple,32,256,2,"[5,5]",sigmoid,0.001,1024,6,256,adam,masking,magnitude,"[2,2]",7.6462525,4.90194,1.84956,1.9313625,9.4997225,4.6694725,3.327125,4.113235,7.648405,4.659825,1.500495,0.5541025,6.710985,3.602105,2.12235,5.72728
